영화명,감독,배급사,y,개봉일,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
더 리치,진-밥티스트 레오네티,(주)나이너스엔터테인먼트,2015,2015-07-16,미국,74,62994200,8153,26057800,3310,액션,15세이상관람가,독립/예술영화
맛2,경석호,(주)소나무픽쳐스,2015,2015-09-02,한국,20,2852000,569,364000,68,멜로/로맨스,청소년관람불가,일반영화
빅 히어로,"돈 홀,크리스 윌리암스",월트디즈니컴퍼니코리아(주),2015,2015-01-21,미국,825,21993119765,2801949,6512949165,772249,애니메이션,전체관람가,일반영화
모스트 바이어런트,J.C 챈더,(주)영화사 진진,2015,2015-04-02,미국,71,68033425,8614,43781925,5392,범죄,15세이상관람가,독립/예술영화
무민 더 무비,자비에 피카르,(주)팝엔터테인먼트,2015,2015-08-13,핀란드,161,132866700,18254,62120300,8013,애니메이션,전체관람가,독립/예술영화
칼릴 지브란의 예언자,로저 알러스,판씨네마(주),2015,2015-09-10,미국,44,65796100,8631,44997100,5738,애니메이션,전체관람가,독립/예술영화
마리 이야기: 손끝의 기적,장 피에르 아메리스,오드,2015,2015-08-20,프랑스,39,59276500,8821,35531800,4909,드라마,전체관람가,독립/예술영화
마카담 스토리,사무엘 벤쉬트리,주식회사 씨네룩스,2015,2015-12-24,프랑스,29,69701000,8869,54742600,6582,드라마,12세이상관람가,독립/예술영화
엘리노어 릭비: 그 여자,네드 벤슨,(주)이수C&E,2015,2015-04-09,미국,16,77773300,9233,45906800,5385,드라마,15세이상관람가,독립/예술영화
앨리스: 원더랜드에서 온 소년,허은희,(주)영화사 안다미로,2015,2015-12-10,한국,59,65914100,8873,28058300,3421,판타지,15세이상관람가,독립/예술영화
경계의 저편 : I'LL BE HERE -미래편-,이시다테 타이치,(주)머스트씨무비릴리징컴퍼니,2015,2015-10-08,일본,34,63212000,8579,29543000,3941,애니메이션,12세이상관람가,독립/예술영화
비비안 마이어를 찾아서,"존 말루프,찰리 시스켈",오드,2015,2015-04-30,미국,36,144671500,18061,113412100,13783,다큐멘터리,전체관람가,독립/예술영화
스파이,폴 페이그,이십세기폭스코리아(주),2015,2015-05-21,미국,665,18396836358,2315882,5393002858,648385,액션,15세이상관람가,일반영화
슬로우 웨스트,존 맥클린,THE 픽쳐스,2015,2015-10-08,영국,36,68903700,9075,42747500,5547,액션,15세이상관람가,독립/예술영화
감금의 시간,김대성,마법사필름,2015,2015-12-03,한국,20,3310000,555,1384000,226,스릴러,청소년관람불가,일반영화
옐로우버드,"도미니크 몽페리,크리스티앙 드 비타","(주)영화사오원,(주)브리즈픽처스",2015,2015-02-18,프랑스,127,139064300,18020,51695800,6245,애니메이션,전체관람가,독립/예술영화
욜란타 & 푸른 수염의 성,게리 할버슨,(주) 인스터 글로벌,2015,2015-09-26,미국,3,13431000,551,10498500,423,공연,12세이상관람가,일반영화
나의 사적인 여자친구,프랑수아 오종,찬란,2015,2015-01-08,프랑스,34,72990155,9162,50687655,6144,코미디,청소년관람불가,독립/예술영화
색끈한 퓨전사극 심청야사,강명진,고구마콘텐츠허브(주),2015,2015-12-17,한국,20,3542000,551,2039000,267,사극,청소년관람불가,일반영화
리그레션,알레한드로 아메나바르,(주)박수엔터테인먼트,2015,2015-10-15,스페인,143,141042885,18057,61158985,7573,스릴러,15세이상관람가,독립/예술영화
쎄시봉,김현석,(주)씨제이이엔엠,2015,2015-02-05,한국,829,13509581911,1707487,3396629711,414692,멜로/로맨스,15세이상관람가,일반영화
악의 연대기,백운학,(주)씨제이이엔엠,2015,2015-05-14,한국,776,17360123332,2192243,4131865932,498114,스릴러,15세이상관람가,일반영화
용주골,최우성,에이라인,2015,2015-11-19,한국,20,2823000,562,570000,114,드라마,청소년관람불가,일반영화
슬리핑 위드 아더 피플,레슬리 헤드랜드,오퍼스픽쳐스(유),2015,2015-10-22,미국,106,65868300,8252,30876900,3808,코미디,청소년관람불가,일반영화
위선자들,김진홍,"THE 픽쳐스,주식회사 마운틴픽쳐스",2015,2015-11-26,한국,82,65152600,9566,31093500,4086,드라마,청소년관람불가,독립/예술영화
태양을 쏴라,김태식,(유)조이앤시네마,2015,2015-03-19,한국,156,126046400,17444,33115500,4535,멜로/로맨스,청소년관람불가,독립/예술영화
뷰티 인사이드,백,(주)넥스트엔터테인먼트월드(NEW),2015,2015-08-20,한국,648,16152717131,2053947,5031538031,611979,판타지,12세이상관람가,일반영화
포장마차,최율권희,에이라인,2015,2015-10-01,한국,20,2617000,520,574000,114,코미디,청소년관람불가,일반영화
엑시덴탈 러브,데이빗 O. 러셀,(주)프레인글로벌,2015,2015-05-07,미국,86,64516847,8291,30602747,3726,코미디,15세이상관람가,독립/예술영화
메이즈 러너: 스코치 트라이얼,웨스 볼,이십세기폭스코리아(주),2015,2015-09-16,미국,804,21596946349,2744413,5743724849,697898,액션,12세이상관람가,일반영화
강남 1970,유하,(주)쇼박스,2015,2015-01-21,한국,841,17717971499,2192172,4859661899,586992,액션,청소년관람불가,일반영화
리틀 포레스트: 여름과 가을,모리 준이치,(주)영화사 진진,2015,2015-02-12,일본,13,72459256,9500,52107056,6408,드라마,12세이상관람가,독립/예술영화
내부자들: 디 오리지널,우민호,(주)쇼박스,2015,2015-12-31,한국,838,16973885275,2083999,4701340971,564863,범죄,청소년관람불가,일반영화
미니언즈,"피에르 꼬팽,카일 발다",유니버설픽쳐스인터내셔널 코리아(유),2015,2015-07-29,미국,792,18997911278,2625572,4787634178,630536,애니메이션,전체관람가,일반영화
고시원,이영민,(주)로이테미디어,2015,2015-10-30,한국,20,3380000,524,1123000,145,멜로/로맨스,청소년관람불가,일반영화
고백,정영배,(주)더그레이트컴퍼니,2015,2015-08-20,한국,20,2847000,568,364000,68,미스터리,청소년관람불가,독립/예술영화
이바라키의 여름,전성호,(주)씨에이씨엔터테인먼트,2015,2015-08-06,한국,5,3711500,568,181000,22,다큐멘터리,전체관람가,독립/예술영화
에브리띵 윌 비 파인,빔 벤더스,찬란,2015,2015-12-31,독일,46,62712400,8368,38550500,4916,드라마,12세이상관람가,독립/예술영화
우먼 인 블랙: 죽음의 천사,톰 하퍼,"(주)영화사오원,(주)브리즈픽처스",2015,2015-09-10,영국,141,72938700,9389,24654500,3049,공포(호러),15세이상관람가,독립/예술영화
탐정 : 더 비기닝,김정훈,(주)씨제이이엔엠,2015,2015-09-24,한국,764,20463956973,2625686,4092941173,504961,코미디,15세이상관람가,일반영화
코멧,샘 에스마일,(주)지어소프트,2015,2015-03-25,미국,121,57135511,7597,25817311,3337,판타지,15세이상관람가,독립/예술영화
나쁜 나라,"김진열,이수정,정일건","<나쁜 나라> 배급위원회,(주)시네마달",2015,2015-12-03,한국,19,139403400,20803,60590000,8452,다큐멘터리,12세이상관람가,독립/예술영화
나의 어머니,난니 모레티,(주)티캐스트,2015,2015-08-20,이탈리아,30,76569151,10031,59303651,7301,드라마,12세이상관람가,독립/예술영화
바티칸 뮤지엄,루카 드 마타,(주)팝엔터테인먼트,2015,2015-01-08,이탈리아,51,106215500,11027,67454400,6386,다큐멘터리,전체관람가,독립/예술영화
들꽃,박석영,(주)인디플러그,2015,2015-11-05,한국,12,5192300,663,4129300,509,드라마,청소년관람불가,독립/예술영화
윈드랜드,세르지오 맨피오,예지림엔터테인먼트,2015,2015-04-02,이탈리아,240,162162200,23084,19998300,2605,애니메이션,전체관람가,독립/예술영화
오디세오,정성복,(주)패뷸러스,2015,2015-10-22,한국,8,9880000,662,6260000,419,공연,전체관람가,일반영화
화장실의 피에타,마츠나가 다이시,THE 픽쳐스,2015,2015-10-29,일본,3,5139000,661,4545000,550,멜로/로맨스,15세이상관람가,독립/예술영화
란제리살인사건,김세성,(주)노리픽쳐스,2015,2015-09-17,한국,20,2295000,472,525000,105,스릴러,청소년관람불가,일반영화
낫 마이 데이,피터 쏘워스,(주)컴퍼니엘,2015,2015-10-08,독일,4,3280000,656,1100000,220,액션,청소년관람불가,독립/예술영화
블러바드,디토 몬티엘,"주식회사 블루필름웍스,주식회사 마운틴픽쳐스,TCO(주)더콘텐츠온",2015,2015-08-13,미국,17,86642300,11048,54406900,6671,드라마,15세이상관람가,독립/예술영화
음란한 가족,신정균,(주)KW비젼,2015,2015-09-24,한국,21,2301000,473,525000,105,코미디,청소년관람불가,일반영화
수상한 미용실,한동호,주식회사 비엠미디어,2015,2015-10-28,한국,20,2403000,474,1525000,305,멜로/로맨스,청소년관람불가,일반영화
퇴마전: 마령검의 비밀,"포덕희,조천우",(주)누리픽쳐스,2015,2015-08-27,중국,50,65107000,10922,13387000,2222,판타지,15세이상관람가,일반영화
써드 퍼슨 - 감독판,폴 해기스,(주)프레인글로벌,2015,2015-05-28,미국,108,87139400,10910,53578000,6579,드라마,청소년관람불가,독립/예술영화
애인,이숭환,(주)케이알씨지,2015,2015-06-17,한국,20,2594000,485,580000,116,멜로/로맨스,청소년관람불가,일반영화
명량: 회오리 바다를 향하여,"정세교,김한민",(주)넥스트엔터테인먼트월드(NEW),2015,2015-05-07,한국,92,48376500,6774,20064500,2541,다큐멘터리,12세이상관람가,독립/예술영화
투캅스 인 파리,다비드 샤혼,노바엔터테인먼트,2015,2015-03-26,프랑스,51,34266000,6786,16766000,3345,액션,청소년관람불가,일반영화
엘사 앤 프레드,마이클 래드포드,㈜코리아스크린,2015,2015-12-06,미국,1,1932000,644,1932000,644,멜로/로맨스,12세이상관람가,일반영화
어바웃 리키,조나단 드미,유니버설픽쳐스인터내셔널 코리아(유),2015,2015-09-03,미국,123,118503900,15867,65677000,8381,드라마,15세이상관람가,일반영화
이별까지 7일,이시이 유야,(주)수키픽쳐스,2015,2015-01-15,일본,42,49911406,6788,31640606,4134,드라마,12세이상관람가,독립/예술영화
더 디너,이바노 데 마테오,(주)판다미디어,2015,2015-07-16,이탈리아,19,48040700,6548,28999800,3674,드라마,청소년관람불가,독립/예술영화
학교괴담 : 저주의 언령,오치아이 마사유키,(주)박수엔터테인먼트,2015,2015-07-02,일본,70,47578100,6469,11262500,1530,미스터리,15세이상관람가,독립/예술영화
폭스캐처,베넷 밀러,그린나래미디어(주),2015,2015-02-05,미국,80,190702421,24083,118783221,14762,드라마,청소년관람불가,독립/예술영화
박물관이 살아있다 : 비밀의 무덤,숀 레비,이십세기폭스코리아(주),2015,2015-01-14,미국,500,8170784606,1101678,2209722306,288421,어드벤처,전체관람가,일반영화
간신,민규동,롯데쇼핑㈜롯데엔터테인먼트,2015,2015-05-21,한국,697,8946842910,1110246,2421410210,289236,사극,청소년관람불가,일반영화
카이트,랄프 지만,(주)누리픽쳐스,2015,2015-06-11,미국,50,66844000,11287,36304000,6038,범죄,청소년관람불가,일반영화
호프만 이야기,바틀렛 셔,(주) 인스터 글로벌,2015,2015-08-22,미국,3,17796000,737,12873000,517,공연,전체관람가,일반영화
성난 변호사,허종호,(주)씨제이이엔엠,2015,2015-10-08,한국,607,8697174039,1124918,2126132839,263369,범죄,15세이상관람가,일반영화
맛있는 택배,기대호,노바엔터테인먼트,2015,2015-04-02,한국,50,31122000,6276,17166000,3473,멜로/로맨스,청소년관람불가,일반영화
해에게서 소년에게,안슬기,주식회사 디에스이이디,2015,2015-11-19,한국,21,4549500,675,2411500,311,드라마,15세이상관람가,독립/예술영화
착한 여자,경석호,(주)소나무픽쳐스,2015,2015-03-25,한국,20,2959000,708,777000,269,멜로/로맨스,청소년관람불가,일반영화
챔피언 프로그램,스티븐 프리어스,판씨네마(주),2015,2015-10-28,영국,91,48323400,6301,27769500,3431,드라마,12세이상관람가,독립/예술영화
사이코패스,시오타니 나오요시,(주)박수엔터테인먼트,2015,2015-05-28,일본,69,191148000,23586,91204000,10797,애니메이션,15세이상관람가,독립/예술영화
벤베누토 첼리니,테리 길리엄,에스디시코리아 주식회사,2015,2015-03-04,영국,12,13781500,693,7398500,317,공연,전체관람가,독립/예술영화
이다,파벨 파블리코브스키,시네마 뉴원,2015,2015-02-18,폴란드,34,118657345,15493,68830545,8690,드라마,15세이상관람가,독립/예술영화
조선명탐정 : 사라진 놉의 딸,김석윤,(주)쇼박스,2015,2015-02-11,한국,811,30456879428,3872015,6908501928,845522,사극,12세이상관람가,일반영화
앙리 앙리,마틴 탈봇,(주)영화사 빅,2015,2015-10-29,캐나다,61,50044500,6394,37074500,4676,드라마,12세이상관람가,독립/예술영화
매드 맥스: 분노의 도로,조지 밀러,워너브러더스 코리아(주),2015,2015-05-14,미국,799,32906364462,3842441,11443176062,1271954,액션,15세이상관람가,일반영화
장수상회,강제규,(주)씨제이이엔엠,2015,2015-04-09,한국,688,8707389643,1160935,2204750243,284742,멜로/로맨스,12세이상관람가,일반영화
레전드 오브 래빗: 불의 전설,"마원,동대가",(주)팝엔터테인먼트,2015,2015-09-24,중국,126,178371100,24111,58753900,7444,애니메이션,전체관람가,일반영화
내일까지 5분전,유키사다 이사오,㈜T-JOY,2015,2015-04-16,일본,6,3696000,486,3544000,465,미스터리,12세이상관람가,독립/예술영화
하숙집,경석호,(주)소나무픽쳐스,2015,2015-02-25,한국,5,3305000,630,385000,70,멜로/로맨스,청소년관람불가,일반영화
트라이브,미로슬라브 슬라보슈비츠키,오드,2015,2015-01-29,우크라이나,30,80321400,10368,52284200,6416,드라마,청소년관람불가,독립/예술영화
위플래쉬,데이미언 셔젤,"워터홀컴퍼니(주),(주)쇼박스",2015,2015-03-12,미국,436,12445626245,1561815,5238475345,635871,드라마,15세이상관람가,독립/예술영화
전망 좋은 집 2,경석호,(주)소나무픽쳐스,2015,2015-05-27,한국,20,3032000,605,364000,68,멜로/로맨스,청소년관람불가,일반영화
차일드 44,다니엘 에스피노사,(주)넥스트엔터테인먼트월드(NEW),2015,2015-05-28,미국,145,168643231,21604,74193331,9219,스릴러,청소년관람불가,일반영화
돼지 같은 여자,장문일,CGV아트하우스,2015,2015-09-10,한국,91,52852400,7238,19531000,2356,멜로/로맨스,15세이상관람가,독립/예술영화
마돈나,신수원,(주)리틀빅픽쳐스,2015,2015-07-02,한국,65,127237400,16385,69122300,8631,드라마,청소년관람불가,독립/예술영화
남편만 몰라요,고광현,(주)더그레이트컴퍼니,2015,2015-07-07,한국,20,2995000,601,313000,62,멜로/로맨스,청소년관람불가,일반영화
우주로봇 씨어,"왕장준,부걸","(주)마인스 엔터테인먼트,(유)영화사 화수분",2015,2015-03-12,중국,185,73050900,10483,8922900,1182,애니메이션,전체관람가,독립/예술영화
라스트 탱고,게르만 크랄,(주)미로스페이스,2015,2015-12-31,독일,19,57730100,7317,43016800,5033,다큐멘터리,12세이상관람가,독립/예술영화
제네시스: 세상의 소금,"빔 벤더스,훌리아노 리베이로 살가두",㈜영화사 백두대간,2015,2015-02-26,프랑스,29,57732130,7336,40345130,4788,다큐멘터리,12세이상관람가,독립/예술영화
에이미,아시프 카파디아,"(주)팝엔터테인먼트,주식회사 더쿱",2015,2015-11-05,영국,31,85009400,10278,66099300,7820,다큐멘터리,청소년관람불가,독립/예술영화
아마조니아,티에리 라고베르트,"(주)영화사 빅,(주)버킷스튜디오",2015,2015-08-05,프랑스,105,150680200,21318,54069000,7131,다큐멘터리,전체관람가,독립/예술영화
교수와 여제자 3,라파엘 오엘렛,(주)피터팬픽쳐스,2015,2015-09-23,캐나다,5,2797000,492,984000,156,멜로/로맨스,청소년관람불가,독립/예술영화
꾸루꾸루와 친구들: 무지개 나무의 비밀,문제대,(주)팝엔터테인먼트,2015,2015-11-19,한국,103,51367500,7345,9269000,1152,애니메이션,전체관람가,일반영화
