id,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
111,역린,이재규,"굿초이스컷픽쳐스(주),(주)파파스필름",,롯데쇼핑㈜롯데엔터테인먼트,2014-04-30,개봉영화,장편,한국,"1,054","29,893,297,890","3,849,433","8,426,821,290","1,044,988",사극,15세이상관람가,일반영화
112,매드 맥스: 분노의 도로,조지 밀러,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-05-14,개봉영화,장편,미국,799,"32,906,364,462","3,842,441","11,443,176,062","1,271,954",액션,15세이상관람가,일반영화
113,남한산성,황동혁,(주)싸이런픽쳐스,,(주)씨제이이엔엠,2017-10-03,개봉영화,장편,한국,"1,229","31,067,321,992","3,829,891","7,375,553,392","889,444",사극,15세이상관람가,일반영화
114,반도,연상호,(주)영화사레드피터,,(주)넥스트엔터테인먼트월드(NEW),2020-07-15,개봉영화,장편,한국,"2,575","33,071,341,280","3,812,080","8,005,831,840","895,163",액션,15세이상관람가,일반영화
115,데드풀 2,데이빗 레이치,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-05-16,개봉영화,장편,미국,"1,576","34,185,664,639","3,784,602","10,757,126,939","1,145,250",액션,청소년관람불가,일반영화
116,암수살인,김태균,"(주)필름295,(주)블러썸픽쳐스",,(주)쇼박스,2018-10-03,개봉영화,장편,한국,"1,177","32,855,895,548","3,772,620","7,777,232,448","862,386",범죄,15세이상관람가,일반영화
117,국가부도의 날,최국희,영화사 집,,(주)씨제이이엔엠,2018-11-28,개봉영화,장편,한국,"1,180","30,891,765,837","3,754,983","7,993,870,137","937,443",드라마,12세이상관람가,일반영화
118,미이라,알렉스 커츠먼,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-06-06,개봉영화,장편,미국,"1,257","30,504,689,978","3,689,325","7,851,059,428","909,202",액션,15세이상관람가,일반영화
119,82년생 김지영,김도영,(주)봄바람영화사,,롯데컬처웍스(주)롯데엔터테인먼트,2019-10-23,개봉영화,장편,한국,"1,486","30,305,744,310","3,679,019","8,397,712,370","994,852",드라마,12세이상관람가,일반영화
120,분노의 질주: 홉스&쇼,데이빗 레이치,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2019-08-14,개봉영화,장편,미국,"1,311","32,241,767,793","3,657,536","7,717,831,533","839,251",액션,12세이상관람가,일반영화
121,분노의 질주: 더 익스트림,F. 게리 그레이,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-04-12,개봉영화,장편,미국,"1,469","29,981,156,348","3,653,238","7,936,210,998","932,027",액션,15세이상관람가,일반영화
122,너의 이름은.,신카이 마코토,,(주)미디어캐슬,메가박스중앙(주)플러스엠,2017-01-04,개봉영화,장편,일본,947,"29,248,867,156","3,637,122","9,352,306,256","1,124,392",애니메이션,12세이상관람가,일반영화
123,모가디슈,류승완,"(주)덱스터스튜디오,(주)외유내강,(주)필름케이",,롯데컬처웍스(주)롯데엔터테인먼트,2021-07-28,개봉영화,장편,한국,"1,688","34,558,297,730","3,613,984","8,498,347,010","887,264",액션,15세이상관람가,일반영화
124,인턴,낸시 마이어스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-09-24,개봉영화,장편,미국,496,"28,518,443,148","3,610,642","10,024,307,548","1,228,273",코미디,12세이상관람가,일반영화
125,라라랜드,데이미언 셔젤,,판씨네마(주),판씨네마(주),2016-12-07,개봉영화,장편,미국,727,"30,006,844,694","3,597,193","13,131,083,194","1,536,629",드라마,12세이상관람가,일반영화
126,귀향,조정래,주식회사 제이오엔터테인먼트코리아,,(주)와우픽쳐스,2016-02-24,개봉영화,장편,한국,876,"27,245,051,990","3,586,523","6,310,471,892","801,788",드라마,15세이상관람가,일반영화
127,신의 한 수,조범구,"(주)메이스엔터테인먼트,(주)아지트필름",,(주)쇼박스,2014-07-03,개봉영화,장편,한국,794,"28,777,712,256","3,562,123","8,104,315,156","965,372",범죄,청소년관람불가,일반영화
128,코코,리 언크리치,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-01-11,개봉영화,장편,미국,"1,177","27,685,479,440","3,510,017","8,547,812,240","1,024,250",애니메이션,전체관람가,일반영화
129,끝까지 간다,김성훈,"(주)에이디사공육,(주)다세포클럽",,(주)쇼박스,2014-05-29,개봉영화,장편,한국,645,"27,006,007,900","3,450,143","7,567,987,400","927,324",액션,15세이상관람가,일반영화
130,비긴 어게인,존 카니,,판씨네마(주),판씨네마(주),2014-08-13,개봉영화,장편,미국,213,"27,096,673,061","3,427,464","10,856,208,161","1,324,469",멜로/로맨스,15세이상관람가,독립/예술영화
131,스파이,이승준,"(주)제이케이필름,(주)씨제이이엔엠",,(주)씨제이이엔엠,2013-09-05,개봉영화,장편,한국,785,"24,436,429,305","3,423,920","5,483,475,805","733,029",액션,15세이상관람가,일반영화
132,그것만이 내 세상,최성현,"(주)제이케이필름,(주)씨제이이엔엠",,(주)씨제이이엔엠,2018-01-17,개봉영화,장편,한국,862,"27,441,213,382","3,417,629","6,258,257,482","759,455",코미디,12세이상관람가,일반영화
133,토이 스토리 4,조시 쿨리,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-06-20,개봉영화,장편,미국,"1,336","28,757,726,040","3,399,913","9,071,405,870","1,009,214",애니메이션,전체관람가,일반영화
134,돈,박누리,"(주)사나이픽처스,(주)영화사 월광",,(주)쇼박스,2019-03-20,개봉영화,장편,한국,"1,431","28,869,614,062","3,389,035","7,287,586,982","833,513",범죄,15세이상관람가,일반영화
135,어바웃 타임,리차드 커티스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-12-05,개봉영화,장편,영국,568,"24,867,023,000","3,375,735","10,488,833,000","1,368,822",멜로/로맨스,15세이상관람가,일반영화
136,악인전,이원태,(주)비에이엔터테인먼트,,"(주)에이스메이커무비웍스,(주)키위미디어그룹",2019-05-15,개봉영화,장편,한국,"1,307","29,128,292,150","3,364,079","6,407,047,240","722,563",범죄,청소년관람불가,일반영화
137,슈퍼배드 3,"피에르 꼬팽,카일 발다",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-07-26,개봉영화,장편,미국,"1,057","24,216,987,019","3,324,861","5,558,252,919","723,552",애니메이션,전체관람가,일반영화
138,데드풀,팀 밀러,,이십세기폭스코리아(주),"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",2016-02-17,개봉영화,장편,미국,"1,036","27,595,618,651","3,317,196","9,150,924,002","1,062,535",액션,청소년관람불가,일반영화
139,시동,최정열,(주)외유내강,,(주)넥스트엔터테인먼트월드(NEW),2019-12-18,개봉영화,장편,한국,"1,515","28,098,934,360","3,317,038","6,069,057,020","694,921",드라마,15세이상관람가,일반영화
140,아이 캔 스피크,김현석,"주식회사 영화사 시선,(주)명필름",,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",2017-09-21,개봉영화,장편,한국,"1,140","25,532,214,986","3,280,243","6,409,220,686","796,658",코미디,12세이상관람가,일반영화
141,스타워즈: 깨어난 포스,J.J. 에이브럼스,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-12-17,개봉영화,장편,미국,940,"28,353,796,331","3,273,879","9,631,617,574","1,047,074",액션,12세이상관람가,일반영화
142,분노의 질주: 더 세븐,제임스 완,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-04-01,개봉영화,장편,미국,983,"26,449,334,694","3,247,558","7,328,474,894","864,171",액션,15세이상관람가,일반영화
143,터미네이터 제니시스,앨런 테일러,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2015-07-02,개봉영화,장편,미국,"1,113","26,546,725,129","3,239,371","7,364,611,329","852,065",액션,15세이상관람가,일반영화
144,그래비티,알폰소 쿠아론,,"(주)스튜디오디에이치엘,주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)","(주)스튜디오디에이치엘,주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",2013-10-17,개봉영화,장편,미국,636,"31,484,135,600","3,227,452","14,128,973,600","1,311,034",SF,12세이상관람가,일반영화
145,마녀,박훈정,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",,워너브러더스 코리아(주),2018-06-27,개봉영화,장편,한국,"1,117","27,242,029,463","3,189,091","6,459,959,863","732,154",미스터리,15세이상관람가,일반영화
146,탐정: 리턴즈,이언희,(주)크리픽쳐스,,(주)씨제이이엔엠,2018-06-13,개봉영화,장편,한국,"1,041","26,865,721,678","3,148,038","5,989,673,378","680,077",코미디,15세이상관람가,일반영화
147,감기,김성수,"아이러브시네마,(주)아이필름홀딩스,(주)씨제이이엔엠",,아이러브시네마,2013-08-14,개봉영화,장편,한국,806,"21,784,202,000","3,119,023","4,692,878,000","638,882",드라마,15세이상관람가,일반영화
148,나우 유 씨 미 2,존 추,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2016-07-13,개봉영화,장편,미국,"1,200","25,116,690,113","3,100,113","7,162,588,413","850,601",범죄,12세이상관람가,일반영화
149,캐리비안의 해적: 죽은 자는 말이 없다,"요아킴 뢰닝,에스펜 샌버그",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-05-24,개봉영화,장편,미국,"1,357","24,975,495,122","3,049,894","7,206,844,722","839,897",액션,12세이상관람가,일반영화
150,이터널스,클로이 자오,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-11-03,개봉영화,장편,미국,"2,648","31,721,584,450","3,049,688","8,398,642,580","770,301",액션,12세이상관람가,일반영화
151,스물,이병헌,"(주)영화나무,(주)아이에이치큐",,(주)넥스트엔터테인먼트월드(NEW),2015-03-25,개봉영화,장편,한국,926,"23,558,988,686","3,044,134","5,990,587,486","740,243",코미디,15세이상관람가,일반영화
152,토르: 다크 월드,앨런 테일러,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-10-30,개봉영화,장편,미국,733,"22,525,808,500","3,039,889","6,890,911,500","885,699",액션,12세이상관람가,일반영화
153,인크레더블 2,브래드 버드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-07-18,개봉영화,장편,미국,"1,605","24,554,683,588","3,033,052","7,611,573,288","880,527",애니메이션,전체관람가,일반영화
154,레드: 더 레전드,딘 패리소트,,블루미지,롯데쇼핑㈜롯데엔터테인먼트,2013-07-18,개봉영화,장편,미국,739,"21,511,358,970","3,004,647","6,308,770,970","841,287",액션,15세이상관람가,일반영화
155,드래곤 길들이기 2,딘 데블로이스,,(주)씨제이이엔엠,(주)씨제이이엔엠,2014-07-23,개봉영화,장편,미국,829,"23,979,935,189","3,000,056","6,564,340,689","751,931",애니메이션,전체관람가,일반영화
156,형,권수경,굿초이스컷픽쳐스(주),,(주)씨제이이엔엠,2016-11-23,개봉영화,장편,한국,993,"23,129,111,893","2,982,022","5,484,309,343","675,698",코미디,12세이상관람가,일반영화
157,친구 2,곽경택,"(주)트리니티엔터테인먼트,(주)제이콘컴퍼니",,롯데쇼핑㈜롯데엔터테인먼트,2013-11-14,개봉영화,장편,한국,968,"21,804,687,513","2,971,475","5,171,825,013","675,887",액션,청소년관람불가,일반영화
158,26년,조근현,영화사청어람(주),,"(주)인벤트스톤,영화사청어람(주)",2012-11-29,개봉영화,장편,한국,604,"21,241,327,145","2,963,449","6,121,058,611","817,210",액션,15세이상관람가,일반영화
159,블랙 위도우,케이트 쇼트랜드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-07-07,개봉영화,장편,미국,"2,528","29,987,732,620","2,961,507","7,871,682,460","751,987",액션,12세이상관람가,일반영화
160,서치,아니쉬 차간티,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-08-29,개봉영화,장편,미국,816,"25,283,364,845","2,949,944","8,341,418,045","945,989",드라마,12세이상관람가,일반영화
161,엑스맨: 아포칼립스,브라이언 싱어,,이십세기폭스코리아(주),이십세기폭스코리아(주),2016-05-25,개봉영화,장편,미국,"1,262","24,467,887,950","2,938,818","7,495,864,450","847,621",액션,12세이상관람가,일반영화
162,프리즌,나현,(주)큐로홀딩스,,(주)쇼박스,2017-03-23,개봉영화,장편,한국,"1,047","23,790,276,987","2,931,897","5,681,060,637","679,455",범죄,청소년관람불가,일반영화
163,가장 보통의 연애,김한결,영화사 집,,(주)넥스트엔터테인먼트월드(NEW),2019-10-02,개봉영화,장편,한국,"1,073","24,822,316,930","2,917,213","6,614,922,790","753,953",멜로/로맨스,15세이상관람가,일반영화
164,극비수사,곽경택,"(주)제이콘컴퍼니,(주)영화사 신세계",,(주)쇼박스,2015-06-18,개봉영화,장편,한국,894,"22,389,535,897","2,860,786","5,828,885,297","717,981",드라마,15세이상관람가,일반영화
165,표적,창,"(주)바른손이앤에이,(주)용필름",,(주)씨제이이엔엠,2014-04-30,개봉영화,장편,한국,665,"22,256,359,300","2,841,788","5,348,606,900","652,750",액션,15세이상관람가,일반영화
166,앤트맨,페이튼 리드,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-09-03,개봉영화,장편,미국,949,"23,502,249,937","2,839,921","7,332,839,937","840,337",액션,12세이상관람가,일반영화
167,호빗: 다섯 군대 전투,피터 잭슨,,워너브러더스 코리아(주),워너브러더스 코리아(주),2014-12-17,개봉영화,장편,미국,926,"24,268,487,685","2,836,774","7,327,248,685","809,402",어드벤처,12세이상관람가,일반영화
168,쥬라기 월드: 도미니언,콜린 트레보로우,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-06-01,개봉영화,장편,미국,"2,218","29,091,219,990","2,822,659","6,880,369,030","633,077",액션,12세이상관람가,일반영화
169,너의 결혼식,이석근,"(주)필름케이,(주)외유내강",,메가박스중앙(주)플러스엠,2018-08-22,개봉영화,장편,한국,962,"23,670,604,369","2,820,029","5,852,853,319","666,845",멜로/로맨스,12세이상관람가,일반영화
